doc_id,file_path,title,source_url,retrieved_at,document_version,license_or_permission
cach-dang-ky-tin-chi-hoc-phan-tan-sinh-vien,data\QĐ tín chỉ - neu\cach-dang-ky-tin-chi-hoc-phan-tan-sinh-vien.md,"Cách đăng kí tín chỉ, học phần hiệu quả cho tân sinh viên",https://xaydungchinhsach.chinhphu.vn/cach-dang-ki-tin-chi-hoc-phan-hieu-qua-cho-tan-sinh-vien-119240809084631415.htm,2026-08-03,not-stated,public-source
mfe-neu-training-regulation-credit-system,data\QĐ tín chỉ - neu\mfe-neu-training-regulation-credit-system.md,Bộ Quy định đào tạo Tín chỉ – ĐHKTQD,https://mfe.neu.edu.vn/bo-quy-dinh-dao-tao-tin-chi-dhktqd-2/,2026-08-03,not-stated,public-source
